AreaCode,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,OTHER_ROOMS,PARK_FACILITY,BUILDINGTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,REG_FEE,COMMIS,SALES_PRICE
4,1227,95,1,1,1,1,2,3,0,1,4.1,2.4,2.4,248463,94416,4969250
3,918,99,1,1,1,0,3,2,2,6,4.8,4.3,3.6,236133,148676,8745660
3,750,78,1,1,0,1,1,2,2,5,2,3.7,4,323268,114708,10428000
2,1631,137,1,1,2,0,2,3,2,4,4.8,3,4.9,320043,175508,10323980
4,782,71,1,1,0,0,2,3,1,3,4.7,3.4,4.2,179182,62956,4842750
3,1258,73,2,1,1,1,3,3,0,6,4.9,2.4,3.4,278873,122704,11154910
6,1536,5,1,1,2,1,3,1,0,4,3.8,3.6,3.1,420911,204078,12754890
4,643,167,1,1,0,0,1,1,0,5,2.2,4.2,3.6,266541,91014,6501000
1,919,111,1,1,1,1,3,1,0,4,3,3.4,4.9,290490,105633,8802735
4,1180,81,1,1,1,0,3,3,1,6,2.3,2.2,3.4,393237,75301,8366750
1,1167,15,1,1,1,0,3,3,0,6,4.7,5,2.9,366611,41898,10474605
7,1698,47,2,1,1,1,3,1,2,4,4.7,2.8,3.9,388845,94584,10509330
1,1051,38,1,1,1,0,3,2,1,2,2.6,4,3.4,291262,121359,8090620
3,881,79,1,1,1,0,3,3,1,4,4.4,3.2,4.7,253313,61144,8734920
4,1042,82,1,1,1,1,2,2,2,3,3,3.4,2.7,318463,82800,6369250
7,1954,24,3,2,0,0,2,1,1,3,4.7,2.3,4.9,284533,75876,9484440
1,919,147,1,1,1,0,2,3,1,6,2.6,2.2,4.7,297930,130344,9310300
4,1287,19,1,1,1,0,1,3,2,2,2.1,4.7,4.4,324126,120390,9260750
2,1793,90,1,1,2,1,2,3,2,5,5,2.8,3.5,382402,158235,13186280
5,1814,159,3,2,0,1,1,1,2,6,2.5,4.3,3.3,520696,341707,16271740
7,1889,117,3,2,0,0,2,3,0,2,5,2.9,2.2,263209,73114,7311370
7,1642,80,2,1,1,0,1,3,0,3,2.4,4,2.6,384571,221420,11653680
7,1910,28,3,2,0,0,1,3,1,3,2.1,4.6,3.3,522441,284968,15831550
3,990,11,1,1,1,0,2,3,0,5,2.6,3.5,4.2,197161,124138,7302250
5,1842,150,3,2,0,1,3,3,2,6,4.1,2.9,2.2,369047,238095,11904740
4,825,50,1,1,0,0,1,3,1,6,4.9,4.6,3.4,353619,120975,9305750
3,802,157,1,1,1,1,2,1,2,5,3.9,2.7,2.2,277027,121199,8657100
4,858,160,1,1,0,0,3,1,1,2,2.6,3.8,3.3,207265,140044,5601750
5,1499,130,2,1,1,1,3,3,2,4,3.3,4.3,4.3,430726,215363,9789220
2,1828,26,2,1,2,1,1,1,0,6,2.3,2.8,3.2,782091,267557,20581330
3,717,100,1,1,0,1,2,3,1,4,3.5,4.9,2.8,239481,84977,7725200
4,504,133,1,1,0,0,3,1,1,6,4.8,5,2.1,287779,161437,7019000
2,1823,11,2,1,2,1,2,2,1,5,2.5,5,3.3,388891,227971,13410030
5,1721,33,2,1,1,1,2,1,2,5,3,2.1,2.3,377378,254985,10199400
6,1734,28,1,1,2,0,1,3,2,5,2.4,3.9,4,756758,227027,18918950
3,787,147,1,1,0,1,1,2,1,6,3.9,3.8,2.2,351104,140441,11703450
3,1265,30,2,1,1,0,2,2,1,5,2.1,2.8,2.6,253115,165498,9735200
7,1967,142,3,2,0,0,2,1,2,6,2.8,4.9,2.2,368112,108268,10826810
3,1008,148,1,1,1,1,1,3,2,4,3.3,2.9,4.2,399730,38684,12894500
3,1120,166,1,1,1,1,1,2,0,6,5,3.5,4.3,356636,211340,13208750
2,1952,53,2,1,2,1,1,1,0,4,3.9,2.6,2.4,693887,126161,21026890
4,1100,199,1,1,1,0,3,3,1,1,3.9,3.7,5,179479,135969,5438750
1,1098,18,1,1,1,1,2,1,1,6,2.1,2.6,2.2,337805,63338,10556410
5,1470,3,2,1,1,0,2,3,1,5,4,2.9,2.7,375697,164940,9163340
3,970,152,1,1,1,1,2,2,0,4,3,4.4,3.3,216449,67174,7463750
5,1432,111,2,1,1,1,3,3,1,6,3.8,2.5,4.6,344687,183833,11489580
4,790,119,1,1,0,0,1,1,2,1,4.9,2.6,2,231895,85435,6102500
3,1149,52,1,1,1,0,1,1,2,5,2.6,3.3,2.5,398296,233484,13734350
3,762,154,1,1,0,0,2,3,2,5,2.1,4.8,3.6,204076,56297,7037100
3,847,6,1,1,1,1,2,1,2,6,4.2,3.8,2.4,223286,107177,8931450
7,1954,131,3,2,0,1,2,1,1,2,4.9,2.4,4.8,304545,101515,10151490
5,2232,172,4,2,0,1,3,3,1,6,3.3,2.1,3.6,591119,225188,14074260
2,1587,37,1,1,2,1,1,1,0,4,4.9,4.8,3.8,683649,105177,17529450
6,1891,100,2,1,2,1,1,1,2,4,3.6,4.6,4.9,575844,170620,21327550
5,1916,193,3,2,0,0,3,1,1,4,2.8,3.5,4.5,500831,95904,10655980
7,1622,62,2,1,1,1,3,3,2,5,4.1,2.2,2.3,359784,190474,10581870
7,1812,41,3,2,0,0,1,1,2,4,2.3,2.5,4.2,542691,120598,15074740
1,1010,121,1,1,1,1,3,3,0,6,3.6,3.7,3.6,304343,39270,9817500
6,1526,80,1,1,2,1,1,1,0,4,4.2,2.8,3.9,530201,194407,17673370
3,775,34,1,1,0,0,2,3,1,4,2.2,4.7,2.2,211304,105652,6603250
4,1239,78,1,1,1,1,3,1,0,1,3.1,2.4,4.7,184376,47581,5947625
2,1538,94,1,1,2,0,2,3,0,4,2.7,3.7,3,287791,163082,9593040
2,1853,142,2,1,2,0,1,2,2,6,3.5,3.4,2.5,759431,389978,20525170
7,1536,37,2,1,1,1,1,2,0,4,3.2,3.7,5,517869,220094,12946730
5,2241,10,4,2,0,1,2,1,2,6,4.2,2.7,4.5,477329,238665,12561300
7,1709,153,2,1,1,1,2,3,2,2,4.1,4,4.1,300949,138274,8133770
3,1282,137,2,1,1,0,1,3,1,6,2.1,4.4,4.9,471051,106366,15195200
4,1319,55,1,1,1,0,2,3,0,2,4.7,5,3.7,161381,109170,4746500
1,994,14,1,1,1,1,2,3,1,6,3.9,4.7,2.6,352984,83055,10381895
3,782,192,1,1,0,0,3,1,2,5,3.2,4.2,3.8,212986,88132,7344340
5,2235,21,4,2,0,0,1,3,2,6,3.8,3.6,4.2,891866,455034,18201340
1,650,159,1,1,0,1,2,3,2,6,3.9,2.7,3.7,299640,90800,9080015
2,1677,55,1,1,2,0,2,1,2,4,2.1,4.8,2,414067,84937,10617090
1,684,82,1,1,0,0,3,3,2,1,4.1,3.6,2.4,173885,64063,4575925
3,1128,41,1,1,1,1,2,1,0,6,4.6,4.8,3.5,303960,49026,9805150
5,1360,157,2,1,1,1,1,3,2,4,2.3,4.4,4.2,492311,214597,12623360
3,895,193,1,1,1,1,3,3,1,5,2,2.8,4.5,295535,38134,9533400
3,1227,104,2,1,1,1,3,2,2,5,3.7,4.9,3,314977,157489,10499240
6,1720,187,1,1,2,0,2,3,2,4,3.9,3.6,2.3,388983,125848,11440690
4,1003,42,1,1,1,0,2,2,2,5,4,3.4,4.9,282570,84771,7064250
5,2114,106,3,2,0,0,1,3,1,5,5,2.8,4.8,778771,406315,16929800
3,973,155,1,1,1,1,2,3,2,4,2.7,3.8,3.3,245263,143775,8457350
7,1655,139,2,1,1,1,2,3,2,2,3.6,3,4.2,314127,174515,8725740
1,910,141,1,1,1,0,2,3,1,2,2.5,4.1,2.5,208434,45595,6513570
1,840,97,1,1,1,1,2,3,0,6,2.7,4.4,3.3,274318,34290,8572425
5,1835,194,3,2,0,0,1,3,2,6,3.9,4.9,4.4,526771,247892,15493260
3,1001,1,1,1,1,0,3,1,1,5,2.3,3.6,2.2,272281,77795,9724320
2,1646,94,1,1,2,1,1,1,2,6,3.8,2.8,4.3,800245,389863,20519100
3,907,38,1,1,1,0,3,2,1,5,4.5,4.9,4.4,286305,107364,8947040
1,809,171,1,1,1,1,3,2,2,5,2.5,3.6,4.3,361745,108524,9043635
3,1278,99,2,1,1,0,1,1,1,5,2.1,2.1,3.7,394127,145973,14597300
3,1051,66,1,1,1,0,3,3,1,5,3.9,2,3.4,251373,55861,9310120
1,1054,59,1,1,1,0,3,3,0,3,2.8,3.7,3.9,239942,15480,7740080
4,971,161,1,1,1,1,1,1,2,2,3,2.6,4.5,408400,142052,8878250
5,1956,103,3,2,0,0,1,1,1,6,4.4,3,3.3,516993,150095,16677180
2,1921,106,2,1,2,1,3,3,0,5,2.5,2,3.4,457635,257419,14301080
4,947,102,1,1,1,1,3,3,1,1,4.4,4.5,3.3,171240,104954,5523875
7,1514,67,2,1,1,1,3,1,0,2,2.1,2.4,4.9,285565,111053,7932350
4,1125,176,1,1,1,0,1,2,0,4,2.6,4.4,3.4,306765,193746,8072750
4,1394,60,2,2,0,1,2,1,0,3,2.7,2.7,3.1,243679,111396,6962250
4,1609,60,2,2,0,0,1,1,2,6,2.8,3.5,3,428241,129770,12977000
6,1916,166,2,1,2,0,2,2,1,5,4.3,2.2,3.6,342548,184449,13174940
3,1015,24,1,1,1,0,2,3,0,5,4.4,3.6,3,255486,92904,7742000
3,835,124,1,1,1,0,3,3,2,4,5,4.1,2.7,230883,83957,6996450
2,1617,128,1,1,2,0,2,1,0,6,2.8,4.2,3.1,329667,181885,11367820
6,1901,75,2,1,2,0,2,3,1,6,4.7,2.5,3.8,448049,238026,14001530
2,1548,81,1,1,2,1,1,2,2,6,4.6,3.4,5,557957,111591,18598580
2,1660,50,1,1,2,1,2,3,0,5,4.9,4,2.8,371792,174278,11618510
4,890,163,1,1,1,1,3,2,1,2,3.1,5,2,322356,120884,6715750
3,956,134,1,1,1,1,1,1,2,4,3,4.3,2.5,296124,130294,11844950
7,1841,37,3,2,0,1,2,1,1,5,3.5,3.8,4.3,356258,183875,11492190
3,1280,185,2,1,1,0,1,3,0,6,3.6,2.7,2.4,396308,127385,14153850
2,1636,66,1,1,2,1,3,3,0,6,3.5,2.4,3.7,498902,256193,13483830
5,2204,126,3,2,0,1,3,3,2,4,4.7,2.8,3.4,490282,208370,12257060
4,1203,199,1,1,1,1,3,1,0,1,3.2,3.3,4.6,282793,144405,6016875
3,1122,33,1,1,1,0,2,2,2,4,2.1,3.1,3.5,200395,48095,8015800
2,1574,78,1,1,2,0,2,2,1,5,2.5,2.8,2,363121,77026,11003670
5,1374,172,2,1,1,0,2,1,1,6,2.3,4.5,4.6,477334,233796,9741520
7,1746,163,2,1,1,1,1,2,2,2,2.9,3.5,2.9,449672,177143,13626420
4,1370,193,2,2,0,1,2,2,1,3,4.2,3.6,2.1,229005,152670,7633500
4,1362,27,2,2,0,0,2,3,1,2,2.4,3.1,2.6,252754,135194,5878000
2,1897,148,2,1,2,0,1,3,1,4,4.1,3.1,3.3,559938,394030,20738440
3,1020,80,1,1,1,0,2,3,2,5,4.2,3.8,3.4,208007,128004,8000250
3,897,79,1,1,1,1,2,1,0,6,2.2,2.2,5,249117,44485,8897050
1,1023,198,1,1,1,0,1,1,1,3,3.5,3.7,2.7,484596,181723,12114895
4,1344,100,2,2,0,1,3,3,2,6,4.4,4.7,4.9,289579,224190,9341250
2,1689,96,1,1,2,1,1,3,1,5,3.3,3.7,4.9,574409,307719,20514620
7,1764,28,2,1,1,0,1,1,0,6,4.5,2.5,3.4,440633,279067,14687760
5,1820,84,3,2,0,1,2,1,2,5,3.6,2.5,2.4,388329,221902,11095100
3,987,39,1,1,1,1,2,1,1,6,3.6,4.1,2.7,340691,106466,10646600
6,1688,171,1,1,2,1,2,3,0,6,4.6,3.9,4,321820,141601,12872810
2,1908,164,2,1,2,0,2,1,0,4,2,3.5,4.7,339193,181711,12114050
3,1078,54,1,1,1,1,2,3,2,5,3.2,2.8,4.9,243057,140225,9348350
4,1637,100,2,2,0,1,2,2,2,6,4,4.8,2.6,432745,169335,9407500
1,1019,87,1,1,1,1,2,3,2,4,2.6,3.5,4.9,322694,125492,8963715
3,1198,7,1,1,1,1,1,2,0,5,2,3.1,3.4,355402,92141,13163050
3,1002,45,1,1,1,1,1,3,1,4,5,2.5,3.8,404950,88583,12654700
4,1088,176,1,1,1,0,1,2,1,3,2.4,4.2,5,279923,118755,8482500
2,1703,101,1,1,2,1,1,1,1,6,4.5,3.6,3.9,650685,230888,20989850
3,946,190,1,1,1,1,2,3,2,4,3.9,3.2,3.6,231722,33103,8275800
7,1983,6,3,2,0,0,1,2,2,1,4.8,3.8,3.4,438606,186075,13291100
4,1112,190,1,1,1,0,1,3,2,6,5,4.2,3,407058,178709,9928250
1,700,134,1,1,0,1,2,3,2,4,3.3,4.7,2.9,273943,76095,7609525
2,1956,133,2,1,2,1,3,1,0,5,3.7,4.7,4.7,394631,182137,15178120
5,1666,175,2,1,1,0,3,3,2,5,2.7,2.9,4.3,353677,171786,10105060
7,1959,73,3,2,0,0,2,1,2,6,5,2.8,3.4,388561,184055,10225280
3,1276,92,2,1,1,1,3,3,0,5,3,4.4,4.2,340209,92784,10309370
3,1079,171,1,1,1,1,2,2,2,4,4.2,3.5,2.2,211580,126948,8463200
5,2357,151,4,2,0,1,3,1,1,4,3.4,2.3,2.6,399003,193066,12871060
2,1988,134,2,1,2,0,3,3,1,5,2.9,4.2,2.8,472793,177297,14774770
4,1257,35,1,1,1,1,3,1,2,4,4.9,3.7,4.5,359574,155270,8172125
7,1827,182,3,2,0,0,1,2,2,4,2.6,3,3.7,592747,296374,14818680
6,1661,51,1,1,2,1,1,3,2,6,2.2,4.5,2.2,777136,224960,20450950
4,939,35,1,1,1,0,1,2,2,6,4.7,2.8,3.8,338513,192129,9149000
7,1607,45,2,1,1,1,1,3,0,1,3.4,2.6,3.9,374971,149988,12499040
5,1829,50,3,2,0,0,3,1,2,4,4.9,2.8,4.6,441738,226006,10272980
3,806,11,1,1,1,0,2,3,1,6,3.9,4.6,3.6,241819,86364,8636400
3,784,162,1,1,0,0,2,1,2,5,4.1,2.6,2,209997,44999,7499900
7,1540,36,2,1,1,1,1,1,1,1,3.4,2.4,4,480611,113829,12647660
2,1794,62,1,1,2,0,1,3,2,6,5,4.3,2.9,729338,104191,20838230
5,1875,22,3,2,0,0,2,1,2,4,2.7,4.6,2.1,279874,158595,9329120
5,1494,35,2,1,1,0,2,3,1,5,2.6,2.6,4.2,282731,82083,9120360
6,1921,134,2,1,2,1,1,3,2,4,3.3,3.4,5,694678,126305,21050860
1,603,188,1,1,0,0,2,3,1,3,4.6,4.5,3.9,197931,61853,6185335
5,1479,192,2,1,1,0,3,1,2,4,2.8,4.1,4.1,319235,134415,8400920
2,1574,128,1,1,2,0,2,3,1,6,2,3.4,3.5,320110,189695,11855940
3,730,4,1,1,0,1,3,2,2,6,4.8,3.6,4.4,242260,89726,8972600
5,2450,197,4,2,0,0,2,3,1,6,3.4,2.8,3,562797,137573,12506600
5,1379,83,2,1,1,0,3,3,1,6,4.4,5,4.7,439020,122517,10209760
6,1621,101,1,1,2,0,3,1,2,6,3.4,3.4,3,412785,167694,12899530
4,617,74,1,1,0,0,3,3,0,1,2.1,3.8,5,118866,47051,2476375
4,508,115,1,1,0,1,2,3,1,3,4.3,3.4,4.3,249876,62469,5679000
4,1485,120,2,2,0,1,2,2,0,5,2,3,4.8,360923,104267,8020500
4,804,46,1,1,0,0,1,3,0,6,3.1,2.5,4.4,293869,75566,8396250
3,917,147,1,1,1,0,2,2,0,5,4.6,5,3.2,199097,78217,7110600
2,1729,80,1,1,2,0,3,3,1,6,2,4.3,2.2,382289,99112,14158860
3,1102,89,1,1,1,1,1,3,1,6,2.7,3.6,2,449839,246686,14510950
7,1826,67,3,2,0,1,1,3,2,5,3,4.7,2.9,647223,215741,16595470
7,1864,46,3,2,0,1,1,3,1,4,2.7,2,3.1,636543,206876,15913570
7,1776,196,2,1,1,0,3,1,2,6,3,4.9,3.1,333552,177200,10423510
3,1091,184,1,1,1,0,1,2,0,6,2.9,4.5,2.9,317265,164978,12690600
1,712,118,1,1,0,1,1,3,2,4,3.6,4.6,3.3,403057,137888,10606765
3,795,16,1,1,0,1,1,3,1,6,2.2,2.8,4,406341,209327,12313350
3,922,80,1,1,1,1,1,3,2,6,4,4.6,2.5,332248,53160,13289900
4,1473,80,2,2,0,1,2,3,2,4,3.6,2,4.1,258912,100224,8352000
4,1699,10,2,2,0,1,1,2,0,2,3,2.9,3.4,422679,102814,11423750
3,1026,5,1,1,1,0,3,2,1,6,3.1,4,3.4,293482,80961,10120070
2,1570,68,1,1,2,0,3,3,0,4,4.5,3,3.4,322143,96643,10738110
5,1479,199,2,1,1,0,2,1,1,4,2.3,2.9,4.3,348321,186904,8495640
5,2380,20,4,2,0,0,3,3,1,4,4.4,4.9,2.9,518324,135751,12341040
3,704,52,1,1,0,0,2,1,1,4,3.9,2.1,2.2,162460,81230,6248450
5,1325,139,1,1,1,1,2,3,2,4,4.5,4.3,2.7,322145,101730,8477500
7,1558,49,2,1,1,0,1,1,2,4,4.5,3.8,4.8,452317,87950,12564350
3,1133,64,1,1,1,1,3,1,0,4,4.1,4.3,4.4,307064,158184,9304960
5,1866,86,3,2,0,0,2,1,1,5,2.6,4.1,3.8,530289,227267,10822220
1,936,106,1,1,1,1,3,2,2,4,2.6,2.8,3.9,352492,108459,9038260
7,1657,187,2,1,1,0,1,1,0,1,3,2.9,2.3,401448,184449,10849950
3,904,36,1,1,1,0,3,1,0,6,2.6,2.8,4.3,236658,50712,8452080
3,924,183,1,1,1,1,1,2,1,6,4.2,3.4,4,404553,229247,13485100
5,2031,74,3,2,0,1,3,3,2,4,3.9,2.1,4.1,498882,190050,11878140
7,1945,63,3,2,0,1,2,2,1,4,2.3,3.5,2.7,416553,153467,10961920
3,1297,170,2,1,1,0,2,3,1,6,3.9,4.3,3.3,282477,131150,10088450
5,2179,132,3,2,0,1,1,1,2,5,4.2,4.8,3.8,589346,357180,17858980
3,996,191,1,1,1,1,2,2,1,5,2.5,3,2.5,264927,63948,9135400
3,969,176,1,1,1,0,3,3,2,6,4.7,3.7,2.3,285331,43232,8646380
7,1506,180,2,1,1,0,3,3,1,2,2.4,2.3,4.7,291588,85761,8576110
3,1095,52,1,1,1,0,2,1,1,4,4.2,4.8,3.9,276119,108774,8367250
5,1329,44,1,1,1,1,3,1,2,5,4.4,4.3,2.4,492038,236178,9840760
4,1130,130,1,1,1,1,3,3,1,4,3,2.4,4.3,253845,177692,8461500
4,1299,141,1,1,1,0,1,1,2,5,4.1,3.6,4.6,458004,117164,10651250
4,514,79,1,1,0,0,2,1,0,2,3.2,4.2,2.6,111366,43309,3093500
5,1738,178,2,1,1,0,2,1,1,5,3.5,2.3,4.2,330042,159698,10646500
6,1782,168,1,1,2,0,2,3,1,4,4.8,4.4,4.3,375257,181576,12105050
4,749,132,1,1,0,1,2,3,0,4,4,3.8,3.2,218325,101175,5325000
3,1267,5,2,1,1,1,2,3,0,5,3.7,4.2,4.2,234915,65776,9396600
4,694,32,1,1,0,0,1,3,1,3,4.2,4.7,3.8,270514,97108,6936250
1,1175,69,1,1,1,1,3,2,2,5,4.4,2.3,4.1,418573,160990,10732635
2,1846,62,2,1,2,0,1,3,2,5,3,4.7,2,769310,222695,20244990
5,1428,17,2,1,1,1,1,3,2,4,4.5,2.2,4.9,648247,181509,12964940
1,824,46,1,1,1,1,3,1,2,3,2,2.2,3.4,267959,102455,7881135
7,1637,157,2,1,1,1,1,3,1,2,3.7,2.1,4,511497,242288,13460460
5,2189,144,3,2,0,1,3,1,1,5,3.5,4.1,2.5,510297,234461,13791820
1,1128,123,1,1,1,1,2,1,0,6,3.7,3.9,3.2,328536,19326,9662810
4,1213,22,1,1,1,0,2,3,2,5,2.8,3.6,3.9,325158,117610,6918250
7,1984,138,3,2,0,1,1,3,1,2,2.6,3.6,2,486061,282229,15679400
1,680,126,1,1,0,1,1,2,2,1,3.1,3.9,3.6,257659,68709,8588630
7,1508,54,2,1,1,0,2,2,2,3,4.7,5,3.7,206724,137816,6890790
2,2000,102,2,1,2,0,1,2,2,5,3.9,5,3.1,690587,334830,20926890
2,1538,187,1,1,2,1,1,1,1,6,3.8,4.8,4.4,698753,139751,19964360
6,1723,19,1,1,2,1,2,3,0,5,3.5,3.1,4,490038,226171,12565070
3,1161,58,1,1,1,1,3,2,2,6,4.4,4.6,3.1,296434,127043,10586920
7,1676,34,2,1,1,1,3,1,1,1,3.1,4.1,4.4,299942,118159,9089160
6,1749,4,1,1,2,0,2,3,2,4,3.9,3.5,4.4,454076,113519,11351890
5,2199,200,3,2,0,1,2,3,1,6,4.1,4.9,4.9,561509,204185,12761560
3,1101,30,1,1,1,0,2,2,1,6,4.4,3.1,2.2,269472,62877,8982400
1,1240,5,2,2,0,1,3,3,2,4,5,3.2,3.9,404199,74458,10636820
1,1266,7,2,2,0,0,3,3,1,1,3,3.7,4.5,300546,113720,8122870
3,1021,159,1,1,1,1,3,3,2,4,4.9,4.7,2.1,298097,83840,9315520
7,1713,72,2,1,1,1,2,3,2,1,2.7,2.4,4.9,292206,118462,7897470
7,1563,158,2,1,1,0,2,1,0,1,2.8,2.3,4.9,174011,101039,5613270
3,889,133,1,1,1,0,1,3,1,6,4.2,4.7,2.8,400826,133609,12146250
7,1925,17,3,2,0,1,3,3,1,2,4.3,2.5,2.8,331656,176883,11055190
5,1791,107,3,2,0,0,2,3,1,5,4.1,2.6,3.3,438239,125211,10434260
3,910,178,1,1,1,1,2,3,2,6,3.5,2.5,2.1,303146,45931,9186250
5,2450,78,4,2,0,0,2,3,1,4,4.8,3.4,4.5,360785,232765,11638240
5,1763,155,2,1,1,1,3,1,2,4,2.5,3.5,2.5,353206,83107,10388400
3,1170,5,1,1,1,0,1,1,2,4,4.5,4.6,2.5,385904,186728,12448500
1,1294,26,2,2,0,1,2,3,1,4,2.5,4,4.7,311499,155750,10383300
5,1386,101,2,1,1,1,1,3,2,6,3.5,4.9,3.3,496825,262213,13800700
4,1506,156,2,2,0,1,2,2,0,2,3.6,2,2,264460,161256,6450250
2,1830,33,2,1,2,0,1,3,1,6,3.9,4.6,2.7,769130,270235,20787310
3,744,112,1,1,0,1,2,2,0,4,3.6,3.1,2.4,174992,32406,6481200
3,1298,75,2,1,1,1,2,3,0,5,3,3.6,4.3,291582,116633,9719400
2,1615,181,1,1,2,0,2,2,0,4,2.1,4.6,2.5,295379,157535,9845950
5,1964,35,3,2,0,0,2,3,2,5,4.9,4.8,2.9,383214,211776,10084580
3,812,21,1,1,1,0,2,1,0,5,4.1,5,3.3,224009,86713,7226100
1,1270,70,2,2,0,1,1,3,2,2,2.4,4.3,4.7,480796,160265,14569565
4,1045,59,1,1,1,0,2,3,0,1,4.6,4.5,4.7,128691,53621,3574750
3,1093,51,1,1,1,0,2,3,0,6,4.6,4.9,3.8,271262,61253,8750400
3,934,29,1,1,1,0,3,3,0,4,4.3,2,2.1,193095,57213,7151680
7,1617,171,2,1,1,0,2,3,0,6,4,2.1,2.7,324098,76760,8528890
7,1994,87,3,2,0,0,2,3,0,3,3.6,2.6,4.2,309945,92146,8376880
7,1759,8,2,1,1,1,2,3,1,6,4.8,3.5,5,443217,83852,11978830
5,1968,126,3,2,0,1,3,3,1,6,3.2,2.5,2.6,652659,208851,13053180
4,785,103,1,1,0,0,3,3,0,3,3.2,4.2,2.6,194903,62203,4146875
7,1956,11,3,2,0,0,3,3,2,2,2.8,4.5,3,353953,133928,9566290
4,1042,27,1,1,1,0,3,3,1,2,3.6,3.2,2.3,281930,143964,5998500
2,1566,21,1,1,2,0,3,3,0,5,3.7,2.5,4.9,309693,114701,11470100
5,1380,167,2,1,1,0,1,1,1,4,3.1,4.9,4.9,519292,193225,12076560
4,1047,52,1,1,1,1,2,1,1,3,4.1,3.4,4.1,332906,74734,6794000
3,975,80,1,1,1,0,2,3,2,5,2.5,3.5,2.9,201871,129198,8074850
3,1036,152,1,1,1,0,2,3,0,6,2,4,2.3,224466,33254,8313550
2,1960,56,2,1,2,0,3,3,2,4,4.2,2,2,506073,77857,12976220
5,2438,153,4,2,0,0,2,3,2,5,4.3,2.6,3.2,368017,106844,11871500
6,1752,163,1,1,2,0,3,3,0,4,3.3,4.9,2.2,419552,119872,11987190
3,1272,192,2,1,1,0,3,2,2,4,2.9,4.1,2.3,281019,27195,9065140
1,784,17,1,1,0,0,2,3,1,6,4.8,2,2.6,352718,90440,9044045
5,2461,184,4,2,0,0,3,3,1,5,3.6,4.1,2.6,444954,152556,12712980
3,911,98,1,1,1,0,1,1,2,6,2.9,2.5,2,299198,34523,11507600
5,2330,1,4,2,0,1,1,3,1,6,2.4,2.2,2.4,612818,158147,19768320
7,1673,86,2,1,1,0,2,2,0,5,2.5,4.8,4,288431,127249,8483250
3,1171,10,1,1,1,0,1,1,0,6,4,4.4,4.8,449122,238596,14035050
7,1966,60,3,2,0,0,2,3,1,2,3.4,4.5,3.6,317668,140148,9343170
4,850,125,1,1,0,1,1,1,1,1,4,2.3,3,323806,84471,7039250
2,1622,37,1,1,2,0,2,3,1,4,3.1,2.8,2.9,305338,124397,11308830
7,1938,5,3,2,0,0,2,1,1,6,2.8,3.7,3.5,369739,231087,11554330
2,1867,138,2,1,2,1,2,3,2,5,4.9,3.5,3.5,337695,108062,13507780
1,791,72,1,1,0,1,3,3,0,1,5,4.8,3.4,242708,25548,6387040
2,1958,82,2,1,2,0,1,3,0,4,2.9,3.2,2.6,594051,118810,19801690
2,1601,108,1,1,2,0,3,3,1,5,2.5,3.8,4.8,505862,113819,12646540
4,1617,160,2,2,0,1,1,3,1,6,2.6,4.4,3.6,521505,289725,14486250
3,1015,105,1,1,1,0,1,3,2,5,3.1,4.1,3.9,362010,58389,11677750
6,1572,111,1,1,2,1,2,2,1,5,4.4,3.8,4.1,319140,208669,12274630
6,1924,139,2,1,2,0,3,1,2,5,2,2,2.2,372072,179146,13780460
6,1848,33,2,1,2,0,3,2,2,6,4.5,5,2,502253,221582,14772160
3,1238,34,2,1,1,1,2,3,1,4,4.8,4.9,4.3,322053,171091,10064150
6,1556,188,1,1,2,1,2,3,0,6,5,4.5,2.6,415316,232088,12215170
2,1543,97,1,1,2,1,1,3,0,5,4.5,2.2,2.3,578573,235045,18080410
2,1534,7,1,1,2,0,1,3,2,5,2.2,2.1,4,692463,155804,17311570
5,1635,46,2,1,1,0,2,3,2,5,3.3,4.1,4.3,293971,169256,8908220
5,1450,120,2,1,1,1,3,3,1,5,2.8,4.4,3.2,477595,244104,10613220
3,1117,152,1,1,1,0,3,1,2,4,3.4,3.2,2.5,223631,91109,8282640
3,953,18,1,1,1,1,2,3,0,5,3.6,4.3,4.5,249555,96602,8050150
3,742,7,1,1,0,1,2,3,0,5,4.6,5,2.9,238070,126475,7439700
4,820,63,1,1,0,1,2,2,0,3,3,4.9,3.8,250045,76101,5435750
2,1895,194,2,1,2,1,2,3,1,5,2.7,2.3,3.9,344261,68852,13770420
2,1717,199,1,1,2,1,1,3,2,6,2.7,4.4,4,731893,203304,20330350
3,790,166,1,1,0,1,3,3,1,4,4.4,3,3.5,268584,86640,8664000
7,1885,156,3,2,0,1,1,3,2,5,2.7,4.3,4.8,590782,164106,16410600
7,1749,181,2,1,1,1,3,1,2,6,4,4,4.6,421703,111627,12403030
4,734,151,1,1,0,0,2,3,1,5,2.4,2.8,4.3,268090,100534,6702250
4,1624,3,2,2,0,0,2,3,0,1,3.5,5,3.2,231480,43066,5383250
1,953,63,1,1,1,1,3,3,2,3,2.4,4,3.6,329346,16467,8233645
3,967,158,1,1,1,1,3,2,2,4,3.5,2.7,3.6,239229,41246,8249290
3,961,15,1,1,1,0,2,3,1,5,3,4,3.1,218006,148244,8720250
